smiles,DSSTox_CID,Formula,FW,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Compound ID,Sample ID,Stoichiometry,Alt ID,PUBCHEM_SID
CCOC(=O)[C@H](O)[C@@H](O)C(=O)OCC,,,,,,,,,,,,,,,,NCGC00357142,NCGC00357142-01,0,,
O[Si](c1ccccc1)(c1ccccc1)c1ccccc1,,,,,,,,,,,,,,,,NCGC00357231,NCGC00357231-01,0,,
O=[N+]([O-])c1cc(Cl)ccc1Cl,,,,,,,,,,,,,,,,NCGC00357044,NCGC00357044-01,0,,
Nc1ccc(Cl)c([N+](=O)[O-])c1,,,,,,,,,,,,,,,,NCGC00357209,NCGC00357209-01,0,,
Nc1ccc(F)c([N+](=O)[O-])c1,,,,,,,,,,,,,,,,NCGC00357045,NCGC00357045-01,0,,
O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,,,,,,,,,,,,,,,,NCGC00357075,NCGC00357075-01,0,,
COC(=O)c1ccc([N+](=O)[O-])cc1,,,,,,,,,,,,,,,,NCGC00356938,NCGC00356938-01,0,,
O=[N+]([O-])c1ccc(CO)cc1,,,,,,,,,,,,,,,,NCGC00357065,NCGC00357065-01,0,,
O=C(c1ccccc1)C(Cl)Cl,,,,,,,,,,,,,,,,NCGC00357094,NCGC00357094-01,0,,
CCOC(OCC)C(=O)c1ccccc1,,,,,,,,,,,,,,,,NCGC00357083,NCGC00357083-01,0,,
CC(=O)c1ccc(-c2ccccc2)cc1,,,,,,,,,,,,,,,,NCGC00357085,NCGC00357085-01,0,,
CC(=O)c1ccccc1N,,,,,,,,,,,,,,,,NCGC00357236,NCGC00357236-01,0,,
CC(=O)OC1CCCCC1,,,,,,,,,,,,,,,,NCGC00357035,NCGC00357035-01,0,,
C=CC(=O)OCCN(CC)CC,,,,,,,,,,,,,,,,NCGC00357108,NCGC00357108-01,0,,
COC(=O)C=Cc1ccccc1,,,,,,,,,,,,,,,,NCGC00357235,NCGC00357235-01,0,,
O=C(c1ccccc1)c1ccc(Cl)cc1,,,,,,,,,,,,,,,,NCGC00357224,NCGC00357224-01,0,,
CCCC(=O)OC(OC(=O)CCC)OC(=O)CCC,,,,,,,,,,,,,,,,NCGC00357211,NCGC00357211-01,0,,
CCCCCCCC(=O)OCC,,,,,,,,,,,,,,,,NCGC00357039,NCGC00357039-01,0,,
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC,,,,,,,,,,,,,,,,NCGC00357264,NCGC00357264-01,0,,
CN(CCCC(=O)c1cccnc1)N=O,,,,,,,,,,,,,,,,NCGC00357285,NCGC00357285-01,0,,
O=C(Cl)c1ccc(Cl)cc1,,,,,,,,,,,,,,,,NCGC00357032,NCGC00357032-01,0,,
O=C(Cl)c1ccc(Cl)cc1Cl,,,,,,,,,,,,,,,,NCGC00357146,NCGC00357146-01,0,,
O=C(Cl)Oc1ccccc1,,,,,,,,,,,,,,,,NCGC00357059,NCGC00357059-01,0,,
NC(=O)c1ccccc1Cl,,,,,,,,,,,,,,,,NCGC00357061,NCGC00357061-01,0,,
NC(=O)c1ccc(N)nc1,,,,,,,,,,,,,,,,NCGC00357190,NCGC00357190-01,0,,
CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(OC)n1,,,,,,,,,,,,,,,,NCGC00356943,NCGC00356943-01,0,,
COc1cc(OC)nc(NC(=O)NS(=O)(=O)Nc2ccccc2C(=O)N(C)C)n1,,,,,,,,,,,,,,,,NCGC00357237,NCGC00357237-01,0,,
CCc1cccc(C)c1N(C(=O)C(=O)O)C(C)COC,,,,,,,,,,,,,,,,NCGC00357005,NCGC00357005-01,0,,
C/C(=C\c1ccc(C(=O)O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C,,,,,,,,,,,,,,,,NCGC00357251,NCGC00357251-01,0,,
O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O,,,,,,,,,,,,,,,,NCGC00357034,NCGC00357034-01,0,,
CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3C(=O)OC)nn12,,,,,,,,,,,,,,,,NCGC00356992,NCGC00356992-01,0,,
COCCC(=O)OC,,,,,,,,,,,,,,,,NCGC00357254,NCGC00357254-01,0,,
CCOC=C(C(=O)OCC)C(=O)OCC,,,,,,,,,,,,,,,,NCGC00357199,NCGC00357199-01,0,,
CCOC(=O)C1=NN(c2ccc(Cl)cc2Cl)C(C)(C(=O)OCC)C1,,,,,,,,,,,,,,,,NCGC00356957,NCGC00356957-01,0,,
CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,,,,,,,,,,,,,,,,NCGC00356968,NCGC00356968-01,0,,
O=C=NCc1cccc(CN=C=O)c1,,,,,,,,,,,,,,,,NCGC00357268,NCGC00357268-01,0,,
Cc1cc(=O)[nH]c(=O)[nH]1,,,,,,,,,,,,,,,,NCGC00357256,NCGC00357256-01,0,,
O=c1cccc[nH]1,,,,,,,,,,,,,,,,NCGC00357141,NCGC00357141-01,0,,
Cn1sccc1=O,,,,,,,,,,,,,,,,NCGC00357093,NCGC00357093-01,0,,
Cn1c(=O)[nH]c2ncn(C)c2c1=O,,,,,,,,,,,,,,,,NCGC00357087,NCGC00357087-01,0,,
O=C1Cc2ccccc2C1,,,,,,,,,,,,,,,,NCGC00357223,NCGC00357223-01,0,,
O=C1CCC(=O)N1,,,,,,,,,,,,,,,,NCGC00357119,NCGC00357119-01,0,,
CC(C)(C)c1n[nH]c(=O)n(N)c1=O,,,,,,,,,,,,,,,,NCGC00357003,NCGC00357003-01,0,,
O=C1OCc2ccccc21,,,,,,,,,,,,,,,,NCGC00357058,NCGC00357058-01,0,,
O=C1C=CC(=O)c2ccccc21,,,,,,,,,,,,,,,,NCGC00357275,NCGC00357275-01,0,,
CCCCNc1ccc(NCCCC)c2c1C(=O)c1ccccc1C2=O,,,,,,,,,,,,,,,,NCGC00357014,NCGC00357014-01,0,,
Nc1c(Oc2ccccc2)cc(O)c2c1C(=O)c1ccccc1C2=O,,,,,,,,,,,,,,,,NCGC00357011,NCGC00357011-01,0,,
O=C1C=CC(=O)N1c1cccc(N2C(=O)C=CC2=O)c1,,,,,,,,,,,,,,,,NCGC00356976,NCGC00356976-01,0,,
O=C1c2ccccc2C(=O)c2c(Cl)cccc21,,,,,,,,,,,,,,,,NCGC00357175,NCGC00357175-01,0,,
C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,,,,,,,,,,,,,,,,NCGC00357021,NCGC00357021-01,0,,
O=C1OC(=O)c2ccc3c4c(ccc1c24)C(=O)OC3=O,,,,,,,,,,,,,,,,NCGC00357221,NCGC00357221-01,0,,
CC(=O)C=O,,,,,,,,,,,,,,,,NCGC00356972,NCGC00356972-01,0,,
O=CC1CC1,,,,,,,,,,,,,,,,NCGC00357133,NCGC00357133-01,0,,
CCN(CC)c1ccc(C=O)c(O)c1,,,,,,,,,,,,,,,,NCGC00357181,NCGC00357181-01,0,,
Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,,,,,,,,,,,,,,,,NCGC00357056,NCGC00357056-01,0,,
COP(=O)(CCC(=O)NCO)OC,,,,,,,,,,,,,,,,NCGC00356980,NCGC00356980-01,0,,
CC1=CP(=O)(c2ccccc2)CC1,,,,,,,,,,,,,,,,NCGC00357206,NCGC00357206-01,0,,
CCOP(=S)(OCC)SCCS(=O)(=O)CC,,,,,,,,,,,,,,,,NCGC00357250,NCGC00357250-01,0,,
CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,,,,,,,,,,,,,,,,NCGC00357227,NCGC00357227-01,0,,
CCc1cccc(C)c1N(C(=O)CS(=O)(=O)O)C(C)COC,,,,,,,,,,,,,,,,NCGC00356997,NCGC00356997-01,0,,
CCOCN(C(=O)CS(=O)(=O)O)c1c(C)cccc1CC,,,,,,,,,,,,,,,,NCGC00356998,NCGC00356998-01,0,,
CN(CCCC(O)c1cccnc1)N=O,,,,,,,,,,,,,,,,NCGC00357282,NCGC00357282-01,0,,
OC(Cc1ccccc1Cl)(Cn1cncn1)C1(Cl)CC1,,,,,,,,,,,,,,,,NCGC00357029,NCGC00357029-01,0,,
Cc1ccc(C2OC[C@@H]3OC(c4ccc(C)cc4)O[C@H]([C@H](O)CO)[C@@H]3O2)cc1,,,,,,,,,,,,,,,,NCGC00356948,NCGC00356948-01,0,,
O=c1[nH]cccc1O,,,,,,,,,,,,,,,,NCGC00357054,NCGC00357054-01,0,,
CCCCCCCCSCc1cc(C)c(O)c(CSCCCCCCCC)c1,,,,,,,,,,,,,,,,NCGC00356956,NCGC00356956-01,0,,
Oc1cccc(-c2ccccc2)c1,,,,,,,,,,,,,,,,NCGC00356994,NCGC00356994-01,0,,
Oc1cc2ccccc2cc1O,,,,,,,,,,,,,,,,NCGC00356949,NCGC00356949-01,0,,
C=Cc1ccc(O)c(OC)c1,,,,,,,,,,,,,,,,NCGC00357234,NCGC00357234-01,0,,
CCCCCc1ccc(O)cc1,,,,,,,,,,,,,,,,NCGC00356967,NCGC00356967-01,0,,
Cc1c(Cl)c(=O)oc2cc(O)ccc12,,,,,,,,,,,,,,,,NCGC00357111,NCGC00357111-01,0,,
Oc1ccc2c(c1)CCC2,,,,,,,,,,,,,,,,NCGC00357155,NCGC00357155-01,0,,
COc1cccc(O)c1,,,,,,,,,,,,,,,,NCGC00357098,NCGC00357098-01,0,,
Oc1ccccc1Br,,,,,,,,,,,,,,,,NCGC00357156,NCGC00357156-01,0,,
O=S(=O)(c1ccc(OCc2ccccc2)cc1)c1ccccc1O,,,,,,,,,,,,,,,,NCGC00357019,NCGC00357019-01,0,,
Oc1ccncc1,,,,,,,,,,,,,,,,NCGC00357095,NCGC00357095-01,0,,
Cc1ccc(O)cn1,,,,,,,,,,,,,,,,NCGC00357226,NCGC00357226-01,0,,
CC(=O)Nc1ccc(/N=N/c2cc(C)ccc2O)cc1,,,,,,,,,,,,,,,,NCGC00357249,NCGC00357249-01,0,,
CC(C)(c1ccc(O)c(-c2ccccc2)c1)c1ccc(O)c(-c2ccccc2)c1,,,,,,,,,,,,,,,,NCGC00357017,NCGC00357017-01,0,,
Oc1ccc(C2(c3ccc(O)c(C4CCCCC4)c3)CCCCC2)cc1C1CCCCC1,,,,,,,,,,,,,,,,NCGC00357259,NCGC00357259-01,0,,
Oc1cccc2c(O)cccc12,,,,,,,,,,,,,,,,NCGC00357051,NCGC00357051-01,0,,
OCCC(O)CO,,,,,,,,,,,,,,,,NCGC00356954,NCGC00356954-01,0,,
OCCCc1cccnc1,,,,,,,,,,,,,,,,NCGC00357020,NCGC00357020-01,0,,
OCCCS,,,,,,,,,,,,,,,,NCGC00357168,NCGC00357168-01,0,,
OCCN1CN(CCO)CN(CCO)C1,,,,,,,,,,,,,,,,NCGC00357283,NCGC00357283-01,0,,
Cn1[nH]nnc1=S,,,,,,,,,,,,,,,,NCGC00357210,NCGC00357210-01,0,,
OC(Cc1ccccc1Cl)(Cn1[nH]cnc1=S)C1(Cl)CC1,,,,,,,,,,,,,,,,NCGC00357118,NCGC00357118-01,0,,
SCc1ccco1,,,,,,,,,,,,,,,,NCGC00357144,NCGC00357144-01,0,,
