smiles,DSSTox_CID,Formula,FW,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
Cc1ncc([N+](=O)[O-])n1CC(O)CCl,25420,C7H10ClN3O3,219.6256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,
[O-][n+]1ccccc1[S][Zn][S]c1cccc[n+]1[O-],6314,C10H8N2O2S2Zn,317.7217,0.0,1.0,,,,1.0,1.0,,,1.0,,
CN(C)CCO,505,C4H11NO,89.1362,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCCOCCOCCO,1393,C6H14O4,150.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
COC(=O)/C=C/C=C(C)/C=C/C=C(C)/C=C\C=C(C)\C=C/C=C(C)\C=C/C(=O)O,4629,C25H30O4,394.5033,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
[O-][n+]1ccccc1SSc1cccc[n+]1[O-],21897,C10H8N2O2S2,252.3127,0.0,1.0,,,,0.0,1.0,,1.0,,1.0,1.0
CCc1nccnc1C,27464,C7H10N2,122.1677,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC(=O)ON=C(CSC)C(C)(C)C,22468,C9H18N2O2S,218.3164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
OC[P+](CO)(CO)CO.[Cl-],1330,C4H12ClO4P,190.5624 (155.1089+35.4535),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,3516,C18H26N2O4,334.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,25703,C15H12N2O2,252.268,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
O=C(O)c1cccnc1,932,C6H5NO2,123.1094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,1358,C14H21N3O3S,311.3998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,1770,C15H12Cl4O2,366.0666,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,,1.0,
CCC(=O)Nc1cccc(N)c1,24877,C9H12N2O,164.2044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN1[C@@H]2CC[C@H]1C[C@@H](O)C2,29358,C8H15NO,141.2108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Oc1ccc(Cl)cc1Cc1ccccc1,154,C13H11ClO,218.6788,0.0,,0.0,,,,0.0,,0.0,,1.0,
O=C([O-])CCCOc1ccc(Cl)cc1Cl.[Na+],21356,C10H9Cl2NaO3,271.0724 (248.0832+22.9892),0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1ccc(O)cc1,828,C7H8O2,124.1372,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0
CCCCCCNCCCCCC,2009,C12H27N,185.3495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],27525,C23H35NaO7,446.5096 (423.5203+22.9892),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1c2ccoc2cc2oc(=O)ccc12,5560,C12H8O4,216.1895,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccccc1N,6164,C7H9N,107.1531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O,26970,C20H21NO3,323.3856,0.0,,0.0,1.0,1.0,1.0,,,0.0,,1.0,1.0
IC(I)I,743,CHI3,393.7321,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)CC(C)=O,7092,C6H10O3,130.1418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCCCCCCCCN(C)C,6927,C16H35N,241.4558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,12688,C23H26O3,350.4507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,26078,C17H27NO4,309.4006,1.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,0.0
CCCCCCCCCCCCCC=O,1665,C14H28O,212.3715,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O.c1ccc(CN2CCNCC2)cc1,28828,C19H24N2O8,408.4025 (176.2581+116.0722+116.0722),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
[Cl][Ba][Cl],24508,BaCl2,208.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CCC(C)SSC(C)CC,24698,C8H18S2,178.3585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,28629,C40H80NO8P,734.0389,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
O.O=C(O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,25578,C20H26N2O4,358.4314 (18.0153+340.4162),0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0
CCNC(C)Cc1ccc2c(c1)OCO2.Cl,28818,C12H18ClNO2,243.7298 (207.2689+36.4609),0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
CCCCCC1=CCCC1=O,9331,C10H16O,152.2334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOC(=O)C=CC(=O)O,24485,C6H8O4,144.1253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C=C(C)C(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,7653,C14H22O2,222.3233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(O)C(Cl)Cl,428,C2H2Cl2O2,128.9421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCC(C)(C)S,7868,C9H20S,160.3201,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Br.CCN1C=CN(C)C1C,29340,C7H15BrN2,207.1114 (126.1995+80.9119),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CS(=O)(=O)O.Cc1ccc2c(c1)c1c3n2CCNC3CCC1,25660,C16H22N2O3S,322.4225 (226.3168+96.1057),0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,,,0.0
CC(O)CCO,6773,C4H10O2,90.121,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
CNC(=S)N(C)C,1404,C4H10N2S,118.2006,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cl.ClCc1cccnc1,309,C6H7Cl2N,164.0325 (36.4609+127.5715),0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
CC1COc2ccccc2N1,24915,C9H11NO,149.1897,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,14653,C14H17Cl2N3O,314.2103,0.0,0.0,0.0,,,0.0,,,0.0,,1.0,
N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,26787,C17H9Cl3N4O2,407.638,0.0,,0.0,,0.0,0.0,,,,,1.0,1.0
C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.O=C(O)c1cc(S(=O)(=O)O)ccc1O,25596,C29H27ClN2O14S,695.0477 (218.1839+476.8637),0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,2844,C19H23ClN2,314.8523,0.0,,0.0,,,0.0,,,0.0,,,0.0
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,28634,C16H15ClN2,270.7567,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,
NS(=O)(=O)c1ccccc1OC(F)(F)F,24930,C7H6F3NO3S,241.1876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)C(=O)c1cc(S(=O)(=O)Cc2ccccc2)c(N2CCC(c3ccccc3)CC2)cc1N(CC)CCN(C)C.O=C(O)C(F)(F)F,28496,C37H49F3N4O5S,718.8690 (604.8456+114.0233),0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,
CCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,29109,C16H31BF4N2,338.2354 (251.4302+86.8052),0.0,,,1.0,,,,1.0,,,1.0,
O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Cl,24639,C7HCl2F3N2O4,304.995,0.0,0.0,0.0,,,,,,,,,
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,29281,C10H16BF4N,237.0454 (86.8052+150.2402),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(Cl)c1c(Cl)cccc1Cl,12891,C7H3Cl3O,209.4571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN(C)C(=S)SC(=S)N(C)C,1333,C6H12N2S3,208.3679,0.0,0.0,,,,0.0,,,0.0,1.0,,0.0
Oc1ccc(Cl)cc1Cl,439,C6H4Cl2O,163.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CCCCC#N,6275,C5H9N,83.1317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,26570,C12H12N4O3,260.2487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CCNc1nc(NC(C)(C)C)nc(SC)n1,4318,C10H19N5S,241.3564,0.0,0.0,,,,0.0,0.0,0.0,0.0,,1.0,0.0
CNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(n3c(C)nc5ccccc53)C4)(c3cccc(F)c3)CC2)c(Cl)cc1F,27311,C36H40ClF2N5O3S,696.2493,0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,,0.0
CCCCCCCCCCCCCCCCCC#N,7280,C18H35N,265.4772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)OC(C(=O)c1ccccc1)c1ccccc1,4580,C16H14O3,254.2806,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1.Cl.Cl,25091,C28H35Cl3N2,505.9499 (433.0280+36.4609+36.4609),0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,,1.0,0.0
Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,20129,C8H10FN3O3S,247.2467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
N#CSCSc1nc2ccccc2s1,12647,C9H6N2S3,238.3523,0.0,1.0,,,0.0,0.0,1.0,,1.0,1.0,1.0,1.0
COS(=O)(=O)[O-].C[N+]1(C)CCCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1,26615,C23H31NO7S,465.5597 (111.0977+354.4621),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
O=C([O-])c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-].[Na+],3853,C14H6ClF3NNaO5,383.6391 (360.6499+22.9892),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,28751,C18H27NO5,337.4107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,6175,C12H15N3O3,249.2658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,25598,C24H29N5O8S,547.5808 (451.4751+96.1057),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CC(CC(C#N)(c1ccccc1)c1ccccc1)N(C)C,28838,C19H22N2,278.3914,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,6294,C27H44O,384.6377,0.0,,0.0,,0.0,0.0,,1.0,0.0,1.0,,
COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2.Cl,25686,C15H21Cl2N3O2,346.2521 (309.7912+36.4609),0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0
CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(Cl)cc21,26183,C19H21ClN2OS,360.9008,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,0.0
Nc1cc(Cl)cc(C(=O)O)c1Cl,262,C7H5Cl2NO2,206.0261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COC(C)(C)CCCC(C)CC=O,18818,C11H22O2,186.2912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,3600,C21H22N2O2,334.4116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
O=C([O-])c1[nH]n(-c2ccc(S(=O)(=O)[O-])cc2)c(=O)c1/N=N/c1ccc(S(=O)(=O)[O-])cc1.[Na+].[Na+].[Na+],1455,C16H9N4Na3O9S2,534.3634 (22.9892+22.9892+22.9892+465.3957),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CCCCCCCCCl,1543,C8H17Cl,148.6736,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,4151,C14H14Cl2N2O,297.1798,0.0,,1.0,1.0,,,0.0,,0.0,1.0,,1.0
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-],4602,C20H18ClNO4,371.8142 (336.3607+35.4535),0.0,0.0,1.0,,,0.0,0.0,,0.0,,1.0,0.0
CCCCCCCCC=O,1639,C9H18O,142.2386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCC,7728,C32H62O4S,542.8973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C.O=C(O)/C=C\C(=O)O,26017,C26H33NO9,503.5415 (387.4694+116.0722),0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0
CCCCCCCCCCCCn1cc[n+](C)c1.[Br-],29289,C16H31BrN2,331.3347 (251.4302+79.9045),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(O)CCC(=O)O.c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,27797,C22H24N2O4,380.4370 (262.3489+118.0880),0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,1160,C6H3Cl3N2O2,241.4592,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(O)c1cccc(C(=O)O)c1,1485,C8H6O4,166.1308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COC(C(=O)O)c1ccccc1,829,C9H10O3,166.1739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)[O-].CC(=O)[O-].[Mg+2],7097,C4H6MgO4,142.3930 (59.0446+24.3039+59.0446),0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OCC(O)CO,22007,C21H40O5,372.5393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
C=C(C)C(=O)OC(C)C,2218,C7H12O2,128.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Cc1cc(Cl)ccc1N,21508,C7H8ClN,141.5981,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC(CC=O)c1ccccc1,27098,C10H12O,148.2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,28353,C17H27ClN2O,310.8621 (36.4609+274.4011),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1,26181,C21H27NO2,325.4446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
COC(=O)c1cccnc1,24471,C7H7NO2,137.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,621,C25H22ClNO3,419.9001,0.0,,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0
CNC,4057,C2H7N,45.0837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(C=Cc1ccccc1)OCc1ccccc1,21663,C16H14O2,238.2812,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0
Cc1ccc(O)c2ncccc12,26401,C10H9NO,159.1846,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,1.0
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,3231,C20H25N3O,323.432,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0
c1ccc2c(c1)Cc1ccccc1-2,4105,C13H10,166.2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,290,C14H14ClN3O2S,323.7979,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0
O=Cc1ccc(C(=O)O)cc1,7249,C8H6O3,150.1314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CN(C)CCC#N,7432,C5H10N2,98.1463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],4157,C15H23N3O4,309.3608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,685,C6H6Cl6,290.8298,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
CO[C@H]1C[C@H](O[C@@H]2/C(C)=C/C[C@@H]3C[C@@H](C[C@]4(CC[C@H](C)[C@@H](C5CCCCC5)O4)O3)OC(=O)[C@@H]3C=C(C)/C(=N/O)[C@H]4OC/C(=C\C=C\[C@@H]2C)[C@]43O)O[C@@H](C)[C@@H]1O,25903,C43H63NO11,769.9604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
O=C([O-])COc1nn(Cc2ccccc2)c2ccccc12.[Na+],26644,C16H13N2NaO3,304.2758 (281.2866+22.9892),0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
Cl.Cl.Cl.Cl.Nc1ccc(-c2ccc(N)c(N)c2)cc1N,1312,C12H18Cl4N4,360.1101 (214.2664+36.4609+36.4609+36.4609+36.4609),0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,,1.0,0.0
CC(C)Nc1ccc(NC(C)C)c2c1C(=O)c1ccccc1C2=O,21250,C20H22N2O2,322.4009,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1.O=C(O)/C=C\C(=O)O,1216,C21H27N3O5,401.4562 (285.3840+116.0722),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC(=O)Oc1cccc2c1OC(C)(C)O2,12327,C11H13NO4,223.2252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CC(C)O,762,C3H8O,60.095,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Cc1cc(=O)oc2cc(O)ccc12,5670,C10H8O3,176.1687,1.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,1.0
O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,6523,C3Cl3N3O3,232.4094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=[N+]([O-])c1cccc(S(=O)(=O)[O-])c1.[Na+],7048,C6H4NNaO5S,225.1544 (202.1652+22.9892),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,28583,C32H38N2O5,530.6545 (470.6026+60.0520),0.0,0.0,0.0,1.0,,,0.0,,0.0,,1.0,0.0
O=[N+]([O-])c1ccccc1CCl,5744,C7H6ClNO2,171.581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
CCCN(CCC)N=O,1032,C6H14N2O,130.1882,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O.O.OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,27948,C12H26O13,378.3270 (342.2965+18.0153+18.0153),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,2821,C26H28N2,368.5139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,331,C13H14Cl2O3,289.1545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,862,C21H16,268.3517,0.0,0.0,1.0,,,,,1.0,0.0,,1.0,0.0
Cc1ccc(C(C)C)cc1O,22074,C10H14O,150.2176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CN1CCCC1=O,856,C5H9NO,99.1311,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
CCNc1nc(Cl)nc(NCC)n1,1268,C7H12ClN5,201.6567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN(C)CCOCCN(C)C,7512,C8H20N2O,160.2572,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC/C=C\CCO,2137,C6H12O,100.1589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,21252,C14H10N2O2,238.2414,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,
NCCN1CCNCC1,1997,C6H15N3,129.2034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(Nc1ncc([N+](=O)[O-])s1)c1cccs1,26277,C8H5N3O3S2,255.2736,0.0,,1.0,,,0.0,,,,,1.0,
Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,26919,C20H15ClN4,346.8129,0.0,0.0,1.0,1.0,,0.0,,,0.0,,,0.0
Cc1cscn1,7300,C4H5NS,99.1542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
O=C1NC(=O)c2ccccc21,6514,C8H5NO2,147.1308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,6293,C21H15NO3,329.3487,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C[C@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1,1460,C18H22O5,318.3643,0.0,,,,1.0,1.0,,,,1.0,1.0,1.0
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1,22256,C18H13Cl2NO,330.2079,0.0,0.0,0.0,1.0,,0.0,,,0.0,0.0,1.0,1.0
Brc1c(NC2=NCCN2)ccc2nccnc12,25221,C11H10BrN5,292.1346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
CCCCCCn1cc[n+](C)c1.[I-],27927,C10H19IN2,294.1757 (167.2707+126.9050),0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,
C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](C(C)C)NC1=O,28505,C24H36N4O6S2,540.6958,0.0,,,1.0,,1.0,1.0,,1.0,,0.0,1.0
